,host_response_rate,host_is_superhost,host_total_listings_count,host_has_profile_pic,host_identity_verified,latitude,longitude,accommodates,bathrooms,bedrooms,beds,price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,is_business_travel_ready,require_guest_profile_picture,require_guest_phone_verification,reviews_per_month,dist_from_bway_miles,years_host_since,days_since_first_review,days_since_last_review,host_response_time_a few days or more,host_response_time_within a day,host_response_time_within a few hours,host_response_time_within an hour,property_type_Apartment,property_type_Condominium,property_type_House,property_type_Other,property_type_Townhouse,room_type_Entire home/apt,room_type_Hotel room,room_type_Private room,room_type_Shared room,bed_type_Other,bed_type_Real Bed,cancellation_policy_flexible,cancellation_policy_moderate,cancellation_policy_strict_14_with_grace_period,cancellation_policy_super_strict_30,cancellation_policy_super_strict_60
76,1.0,0.0,1.0,1.0,1.0,36.10774,-86.77698000000001,8.0,3.0,3.0,4.0,385.0,200.0,120.0,6.0,50.0,2.0,14.0,0.7666666666666667,0.8666666666666667,0.9111111111111111,0.9780821917808219,19.0,4.0,93.0,10.0,8.0,10.0,10.0,10.0,9.0,0.0,0.0,0.0,0.0,0.29,3.7610064430105647,5.990540531290855,1992.0,138.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
78,1.0,1.0,6.0,1.0,0.0,36.1308,-86.83645,3.0,1.0,1.0,1.0,71.0,100.0,50.0,1.0,35.0,2.0,31.0,0.7,0.85,0.9,0.2219178082191781,68.0,15.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.97,4.091769277632155,7.351280313764143,2092.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
79,1.0,1.0,1.0,1.0,1.0,36.1978,-86.70568,6.0,1.0,1.0,3.0,99.0,250.0,30.0,2.0,10.0,1.0,1125.0,0.4,0.5666666666666667,0.6444444444444445,0.8876712328767123,414.0,65.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,1.0,1.0,5.83,4.556672086533899,6.182194021780051,2131.0,19.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
80,1.0,1.0,1.0,1.0,1.0,36.20966,-86.73014,6.0,1.0,3.0,3.0,110.0,0.0,0.0,2.0,20.0,2.0,1125.0,0.5,0.6666666666666666,0.7111111111111111,0.42191780821917807,49.0,30.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,2.77,4.099475936234762,6.220524719877889,530.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
81,1.0,1.0,2.0,1.0,1.0,36.18029,-86.69103,5.0,1.0,2.0,2.0,134.0,120.0,70.0,4.0,20.0,5.0,15.0,0.13333333333333333,0.31666666666666665,0.2111111111111111,0.052054794520547946,40.0,12.0,97.0,10.0,10.0,10.0,10.0,9.0,10.0,0.0,0.0,0.0,0.0,0.88,4.823742282563134,5.924830763123131,1356.0,101.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
82,1.0,1.0,4.0,1.0,1.0,36.18708,-86.74346,2.0,1.0,1.0,1.0,90.0,0.0,60.0,1.0,0.0,2.0,1125.0,0.43333333333333335,0.48333333333333334,0.6333333333333333,0.39452054794520547,247.0,52.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,0.0,1.0,1.0,3.55,2.4336166492908924,5.902927507067222,2089.0,26.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
83,1.0,1.0,3.0,1.0,1.0,36.216609999999996,-86.7255,2.0,1.0,1.0,1.0,60.0,95.0,10.0,1.0,10.0,1.0,1125.0,0.0,0.0,0.0,0.0,162.0,26.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,0.0,0.0,0.0,2.36,4.638752044288126,5.902927507067222,2062.0,30.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
84,1.0,0.0,3.0,1.0,1.0,36.01715,-86.71481999999999,4.0,1.0,2.0,2.0,55.0,0.0,0.0,2.0,25.0,2.0,15.0,0.1,0.4166666666666667,0.6111111111111112,0.8684931506849315,309.0,47.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,0.0,0.0,0.0,4.38,10.545128594759085,5.897451693053245,2115.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
85,1.0,0.0,10.0,1.0,1.0,36.109629999999996,-86.74195,6.0,2.0,2.0,2.0,97.0,100.0,65.0,4.0,10.0,1.0,30.0,0.5333333333333333,0.5,0.6555555555555556,0.9041095890410958,137.0,40.0,95.0,10.0,9.0,10.0,10.0,10.0,10.0,1.0,0.0,0.0,0.0,1.93,4.056504853000862,5.875548436997337,2132.0,18.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
86,0.98,0.0,42.0,1.0,0.0,36.16332,-86.77712,5.0,1.0,1.0,3.0,189.0,0.0,80.0,4.0,25.0,2.0,30.0,0.3333333333333333,0.3,0.5222222222222223,0.8383561643835616,33.0,10.0,93.0,10.0,10.0,9.0,9.0,10.0,9.0,1.0,0.0,0.0,0.0,0.49,0.16918570140323125,8.764040329370212,2040.0,46.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
88,1.0,0.0,4.0,1.0,1.0,36.14721,-86.78759000000001,3.0,1.0,1.0,1.0,200.0,350.0,50.0,1.0,99.0,1.0,28.0,1.0,1.0,1.0,0.2465753424657534,7.0,0.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,1.0,0.0,0.1,1.2724627116784368,6.154814951710165,2110.0,739.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
91,0.9,1.0,1.0,1.0,1.0,36.21517,-86.71478,4.0,1.0,1.0,2.0,79.0,0.0,50.0,2.0,20.0,2.0,1125.0,0.23333333333333334,0.48333333333333334,0.6555555555555556,0.40821917808219177,155.0,37.0,97.0,10.0,9.0,10.0,10.0,10.0,9.0,1.0,0.0,0.0,0.0,3.08,4.941422734188951,6.111008439598349,1509.0,17.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
92,1.0,1.0,3.0,1.0,1.0,36.20714,-86.73115,12.0,2.5,4.0,6.0,426.0,500.0,150.0,8.0,25.0,2.0,60.0,0.5333333333333333,0.65,0.7444444444444445,0.8876712328767123,283.0,47.0,98.0,10.0,9.0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,4.1,3.9273377141209678,6.414916117374073,2069.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
93,1.0,1.0,1.0,1.0,1.0,36.21606,-86.72368,2.0,1.0,2.0,2.0,165.0,1000.0,0.0,2.0,100.0,2.0,7.0,0.5333333333333333,0.75,0.8333333333333334,0.4520547945205479,229.0,33.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,0.0,0.0,0.0,3.4,4.669216341744585,5.985064717276877,2018.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
94,1.0,0.0,4.0,1.0,1.0,36.14717,-86.78754,1.0,1.0,1.0,1.0,100.0,350.0,0.0,1.0,79.0,1.0,99.0,0.0,0.0,0.0,0.0,3.0,0.0,100.0,10.0,10.0,10.0,10.0,10.0,9.0,0.0,0.0,1.0,0.0,0.08,1.2730952984719546,6.154814951710165,1138.0,503.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
95,0.98,0.0,42.0,1.0,0.0,36.163909999999994,-86.77585,4.0,1.0,1.0,2.0,259.0,0.0,80.0,1.0,0.0,2.0,30.0,0.3,0.4,0.5111111111111111,0.852054794520548,20.0,3.0,94.0,10.0,10.0,9.0,10.0,10.0,9.0,0.0,0.0,0.0,0.0,0.29,0.14043418208366992,8.764040329370212,2067.0,60.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
97,1.0,1.0,1.0,1.0,1.0,36.16137,-86.75327,4.0,1.0,1.0,1.0,115.0,0.0,40.0,2.0,15.0,2.0,29.0,0.06666666666666667,0.3,0.3,0.2,334.0,91.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,4.89,1.1828260349092208,6.330041000157429,2048.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
98,1.0,1.0,1.0,1.0,1.0,36.16428,-86.77704,4.0,1.0,1.0,2.0,149.0,200.0,75.0,2.0,10.0,1.0,30.0,0.06666666666666667,0.18333333333333332,0.35555555555555557,0.08767123287671233,175.0,22.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,0.0,0.0,0.0,2.56,0.2035879248815639,5.7194877375989925,2051.0,32.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
99,1.0,1.0,2.0,1.0,1.0,36.12472,-86.81339,2.0,1.0,1.0,2.0,58.0,0.0,0.0,1.0,10.0,1.0,1125.0,0.36666666666666664,0.5666666666666667,0.6444444444444445,0.5808219178082191,530.0,165.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,7.67,3.383785292921401,9.17472638041849,2072.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
100,1.0,1.0,10.0,1.0,1.0,36.16976,-86.73836999999999,6.0,1.0,2.0,3.0,135.0,250.0,85.0,4.0,20.0,1.0,1125.0,0.13333333333333333,0.2,0.3333333333333333,0.6821917808219178,280.0,67.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,0.0,0.0,0.0,4.32,2.079760431104125,6.242427975933797,1942.0,9.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
101,1.0,0.0,2.0,1.0,1.0,36.25553,-86.64141,8.0,1.0,1.0,1.0,79.0,0.0,25.0,2.0,0.0,2.0,28.0,0.8,0.9,0.9333333333333333,0.9835616438356164,37.0,4.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.55,9.8278283137309,5.694846574536096,2009.0,168.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
102,0.98,0.0,42.0,1.0,0.0,36.16516,-86.77604000000001,6.0,1.0,2.0,3.0,317.0,0.0,100.0,4.0,0.0,2.0,30.0,0.36666666666666664,0.3,0.37777777777777777,0.3315068493150685,43.0,3.0,94.0,10.0,10.0,9.0,9.0,10.0,9.0,0.0,0.0,0.0,0.0,0.68,0.22077068370058145,8.764040329370212,1901.0,79.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
103,1.0,0.0,5.0,1.0,1.0,36.130320000000005,-86.79629,6.0,1.0,1.0,3.0,130.0,100.0,50.0,2.0,15.0,1.0,1125.0,0.0,0.0,0.0,0.0,312.0,0.0,87.0,9.0,9.0,9.0,9.0,10.0,9.0,0.0,0.0,0.0,0.0,4.53,2.5188968512382037,7.200695428379775,2063.0,505.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
104,0.98,0.0,42.0,1.0,0.0,36.16512,-86.77604000000001,8.0,2.5,2.0,5.0,289.0,0.0,115.0,4.0,0.0,2.0,30.0,0.23333333333333334,0.2,0.24444444444444444,0.5726027397260274,29.0,3.0,86.0,9.0,9.0,10.0,9.0,10.0,9.0,1.0,0.0,0.0,0.0,0.42,0.21826551231588392,8.764040329370212,2048.0,37.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
105,1.0,1.0,1.0,1.0,1.0,36.1864,-86.71779000000001,12.0,3.0,4.0,5.0,450.0,500.0,175.0,8.0,25.0,3.0,90.0,0.5333333333333333,0.75,0.8333333333333334,0.9452054794520548,121.0,20.0,97.0,10.0,9.0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,1.78,3.5758860158177193,7.395086825875959,2043.0,32.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
106,1.0,1.0,1.0,1.0,1.0,36.18181,-86.7528,2.0,1.0,1.0,1.0,83.0,0.0,0.0,1.0,0.0,2.0,28.0,0.23333333333333334,0.31666666666666665,0.4777777777777778,0.3287671232876712,479.0,71.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,7.26,1.8102487876874116,5.659253783445245,1978.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
107,0.94,1.0,4.0,1.0,1.0,36.14058,-86.82551,6.0,3.0,3.0,3.0,550.0,500.0,150.0,6.0,25.0,2.0,1125.0,0.26666666666666666,0.13333333333333333,0.13333333333333333,0.7780821917808219,4.0,0.0,100.0,9.0,9.0,10.0,9.0,10.0,10.0,0.0,0.0,0.0,0.0,0.06,3.224986407459825,8.520366605748237,1881.0,726.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
108,1.0,1.0,1.0,1.0,1.0,36.175129999999996,-86.73803000000001,4.0,1.0,1.0,2.0,120.0,500.0,45.0,2.0,15.0,1.0,25.0,0.06666666666666667,0.3333333333333333,0.5,0.8684931506849315,507.0,94.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,0.0,0.0,0.0,7.56,2.2187130209033312,5.645564248410302,2010.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
109,1.0,1.0,3.0,1.0,0.0,36.18719,-86.74243,10.0,3.0,3.0,5.0,349.0,200.0,130.0,8.0,30.0,2.0,30.0,0.13333333333333333,0.5166666666666667,0.5666666666666667,0.8849315068493151,205.0,41.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,4.02,2.4801189302244917,6.193145649808004,1530.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
110,1.0,1.0,8.0,1.0,1.0,36.17904,-86.745,2.0,1.0,1.0,1.0,70.0,0.0,25.0,1.0,0.0,1.0,30.0,0.13333333333333333,0.35,0.5,0.5534246575342465,44.0,10.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.66,2.010339718137083,7.709946131679637,2009.0,13.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
111,1.0,0.0,5.0,1.0,1.0,36.131640000000004,-86.79614000000001,4.0,1.0,1.0,2.0,130.0,100.0,50.0,2.0,15.0,1.0,1125.0,0.0,0.0,0.0,0.0,355.0,0.0,94.0,10.0,9.0,10.0,10.0,10.0,9.0,0.0,0.0,0.0,0.0,5.78,2.4355550416902383,7.200695428379775,1842.0,504.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
112,1.0,1.0,1.0,1.0,1.0,36.13637,-86.81319,8.0,3.5,4.0,4.0,585.0,600.0,200.0,8.0,0.0,3.0,1125.0,0.16666666666666666,0.1,0.18888888888888888,0.7890410958904109,50.0,10.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.76,2.808748051778155,5.609971457319452,1977.0,40.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
113,0.98,0.0,42.0,1.0,0.0,36.16493,-86.77677,4.0,1.0,1.0,2.0,262.0,0.0,80.0,2.0,0.0,2.0,30.0,0.2,0.3,0.5,0.8493150684931506,23.0,1.0,92.0,9.0,9.0,10.0,9.0,10.0,9.0,0.0,0.0,0.0,0.0,0.38,0.22755796936298683,8.764040329370212,1794.0,362.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
116,1.0,1.0,1.0,1.0,1.0,36.182179999999995,-86.726,2.0,1.0,1.0,1.0,60.0,150.0,70.0,1.0,10.0,2.0,356.0,0.06666666666666667,0.2,0.4666666666666667,0.7013698630136986,99.0,18.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,1.48,3.0346187913401574,5.560689131193659,2005.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
117,1.0,1.0,3.0,1.0,1.0,36.14454,-86.79451999999999,5.0,1.0,2.0,2.0,88.0,0.0,80.0,1.0,0.0,30.0,180.0,0.0,0.0,0.0,0.7424657534246575,87.0,4.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,1.35,1.6603184355188558,7.2198607774286945,1928.0,44.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
119,1.0,1.0,97.0,1.0,0.0,36.130309999999994,-86.80989,9.0,2.0,3.0,5.0,135.0,350.0,160.0,1.0,0.0,2.0,1124.0,0.5666666666666667,0.7166666666666667,0.7333333333333333,0.4273972602739726,186.0,41.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,0.0,0.0,0.0,2.82,2.9645274269589623,6.27528286001766,1980.0,19.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
120,0.97,1.0,7.0,1.0,1.0,36.14164,-86.81628,12.0,3.0,4.0,6.0,646.0,500.0,250.0,8.0,20.0,2.0,1125.0,0.06666666666666667,0.16666666666666666,0.3333333333333333,0.8082191780821918,96.0,17.0,95.0,9.0,10.0,10.0,10.0,10.0,9.0,1.0,0.0,0.0,0.0,1.54,2.7392675238286155,7.384135197848005,1873.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
121,1.0,1.0,5.0,1.0,1.0,36.170609999999996,-86.74256,4.0,1.0,1.0,1.0,99.0,300.0,65.0,2.0,15.0,2.0,365.0,0.26666666666666666,0.2833333333333333,0.5,0.3698630136986301,206.0,28.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,0.0,0.0,0.0,3.1,1.8710183373389295,5.511406805067866,1992.0,12.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
122,1.0,0.0,3.0,1.0,1.0,36.01552,-86.71463,10.0,1.0,4.0,5.0,400.0,150.0,150.0,8.0,20.0,2.0,15.0,0.0,0.0,0.0,0.7232876712328767,21.0,0.0,99.0,10.0,10.0,10.0,10.0,9.0,10.0,0.0,0.0,0.0,0.0,0.31,10.65514996202984,5.897451693053245,2007.0,727.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
123,1.0,1.0,1.0,1.0,1.0,36.15045,-86.83158,6.0,2.5,3.0,3.0,400.0,1500.0,180.0,1.0,0.0,3.0,120.0,0.0,0.21666666666666667,0.4222222222222222,0.4767123287671233,110.0,28.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,1.75,3.299149775418617,5.5031930840469006,1886.0,18.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
124,1.0,1.0,6.0,1.0,1.0,36.14594,-86.81891999999999,4.0,1.0,1.0,2.0,88.0,250.0,75.0,2.0,10.0,1.0,1125.0,0.0,0.23333333333333334,0.3,0.8027397260273973,441.0,84.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,0.0,0.0,0.0,7.17,2.731639920564786,5.9138791350951765,1844.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
125,1.0,1.0,2.0,1.0,1.0,36.13239,-86.76923000000001,10.0,2.0,4.0,7.0,149.0,250.0,85.0,6.0,35.0,2.0,1125.0,0.23333333333333334,0.4,0.6,0.8904109589041096,299.0,54.0,97.0,10.0,9.0,10.0,10.0,10.0,10.0,1.0,0.0,0.0,0.0,4.55,2.0788481334396653,5.4730761069700264,1971.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
126,1.0,1.0,5.0,1.0,1.0,36.17029,-86.74104,4.0,1.0,1.0,1.0,99.0,300.0,65.0,2.0,15.0,2.0,365.0,0.0,0.0,0.0,0.0,218.0,49.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,0.0,0.0,0.0,3.28,1.9456388802454403,5.514144712074854,1993.0,7.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
128,0.97,1.0,7.0,1.0,1.0,36.14013,-86.81501999999999,6.0,2.5,2.0,3.0,99.0,200.0,95.0,2.0,50.0,1.0,1125.0,0.06666666666666667,0.16666666666666666,0.26666666666666666,0.06575342465753424,126.0,31.0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,0.0,0.0,0.0,1.95,2.7359359793525786,7.384135197848005,1936.0,15.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
129,1.0,0.0,3.0,1.0,1.0,36.21783,-86.71522,5.0,1.0,2.0,2.0,100.0,500.0,150.0,1.0,0.0,31.0,180.0,0.0,0.0,0.022222222222222223,0.5698630136986301,81.0,6.0,94.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,1.25,5.062222786781322,6.521694490646625,1949.0,29.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
130,1.0,1.0,1.0,1.0,1.0,36.20715,-86.7218,6.0,1.0,2.0,2.0,99.0,250.0,39.0,2.0,19.0,4.0,100.0,0.26666666666666666,0.4666666666666667,0.6444444444444445,0.4054794520547945,452.0,84.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,6.95,4.269425809454966,5.451172850914118,1951.0,25.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
131,1.0,1.0,1.0,1.0,1.0,36.17422,-86.74305,4.0,1.0,2.0,2.0,450.0,300.0,0.0,1.0,0.0,2.0,1125.0,0.7666666666666667,0.8666666666666667,0.9111111111111111,0.22465753424657534,23.0,8.0,99.0,10.0,10.0,10.0,10.0,10.0,9.0,0.0,0.0,0.0,0.0,0.43,1.9372045293449127,5.445697036900142,1607.0,145.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
133,0.9,1.0,3.0,1.0,1.0,36.14909,-86.78868,12.0,2.0,4.0,11.0,499.0,500.0,150.0,8.0,99.0,2.0,1125.0,0.5666666666666667,0.6166666666666667,0.7444444444444445,0.8438356164383561,120.0,24.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,1.88,1.2086268909552305,5.423793780844234,1915.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
134,1.0,1.0,2.0,1.0,1.0,36.16662,-86.7486,4.0,1.0,2.0,2.0,84.0,0.0,75.0,2.0,10.0,30.0,180.0,0.13333333333333333,0.5666666666666667,0.7111111111111111,0.2136986301369863,150.0,15.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,0.0,0.0,0.0,2.33,1.4734933695448642,6.962497518771775,1928.0,268.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
135,1.0,1.0,4.0,1.0,1.0,36.15917,-86.76758000000001,4.0,1.0,1.0,2.0,218.0,120.0,125.0,3.0,20.0,3.0,30.0,0.43333333333333335,0.43333333333333335,0.5444444444444444,0.6136986301369863,132.0,15.0,96.0,10.0,10.0,9.0,10.0,10.0,10.0,1.0,0.0,0.0,0.0,2.04,0.43629627573860275,5.404628431795314,1942.0,18.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
